artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale,partition
337,Configuration monitoring detected deviation from security baseline on web server; unnecessary services were enabled; remediation ticket created.,log,2025-11-10 10:30:00+00:00,CM-2;CM-6,Configuration drift detected and remediation initiated.,dev
338,DDoS protection activated; rate limiting blocked 54k requests per second from botnet subnet.,log,2025-09-21 19:00:00+00:00,SC-5,Denial of service protection successfully mitigated attack.,train
339,Security monitoring detected a brute force attack against the SSH service on a public-facing server; the source IP was automatically blocked after 10 failed attempts.,log,2025-11-14 15:30:00+00:00,AC-7;SC-7;IR-5,Automated response to brute force attack; network protection active; incident response triggered.,train
340,East-west traffic flows between microservices without inspection; segmentation boundaries undefined.,config,2025-09-19 17:35:00+00:00,SC-7,Boundary protection between internal zones missing.,train
341,Change request CR-2025-399 was submitted to upgrade the OpenSSL library on all web servers; the request is pending approval from the change advisory board.,ticket,2025-11-07 07:41:31+00:00,CM-3;SI-2;AU-12,Change request submitted to address vulnerability; approval pending; process documented.,train
342,Database cluster db-analytics-prod was re-encrypted using a new customer-managed key; the old key was scheduled for destruction after a 30-day retention period; the key rotation was logged to the central audit system.,config,2025-10-27 10:50:53+00:00,SC-28;SC-12;AU-2,At-rest encryption re-keyed; key lifecycle managed; change audited.,train
343,SIEM correlation rule detected a user logging in from two geographically impossible locations (New York and Tokyo) within a 5-minute window. The user's account was temporarily suspended.,log,2025-09-24 13:58:32+00:00,AC-6;AU-6,Impossible travel scenario indicates potential account compromise.,train
344,Network engineering team completed the segmentation of the cardholder data environment (CDE) into its own isolated VLAN. Firewall rules now strictly limit traffic to and from the CDE VLAN (VLAN 200).,config,2025-09-17 16:03:50+00:00,SC-7;CM-6,Network isolation implemented to protect sensitive data.,train
345,Security exception approved for legacy system; compensating controls documented,ticket,2025-10-26 08:46:44+00:00,RA-5;IR-5,Risk accepted with documented compensating controls.,train
346,Change request CR-2025-199 was rejected by the change advisory board; the submission lacked a completed security assessment and a detailed rollback plan; the requestor has been asked to resubmit.,ticket,2025-10-29 13:14:49+00:00,CM-3;SA-11;AU-12,Change rejected for incomplete security info; testing not done; review process documented.,train
347,Application log files exclude authentication attempts; audit event scope incomplete.,config,2025-09-22 11:25:00+00:00,AU-2,Audit event determination not comprehensive.,train
348,Network intrusion detection system flagged 127 suspicious connection attempts to internal database servers from compromised web application. Automated isolation triggered within 4 minutes of initial detection.,log,2025-10-13 18:10:00+00:00,SI-4;AU-12,System monitoring detected threat and logged events.,test
349,Security configuration management tool deployed; automated compliance checks enabled.,log,2025-09-12 16:09:55+00:00,CM-2;CM-8,Configuration management and automated monitoring.,train
350,Administrator account usage audit identified 11 sudo commands executed without corresponding change ticket references. Enhanced logging proposed to capture justification metadata.,log,2025-10-18 16:40:00+00:00,AC-6,Least privilege usage tracking showing gaps.,dev
351,Failed login attempts for the service account svc-web increased by 500% after a recent application deployment. The password was not rotated as part of the deployment process.,log,2025-09-26 08:26:26+00:00,AC-7;AU-6,Application change caused authentication failures.,train
352,Change implemented without proper testing; production system experienced degraded performance,ticket,2025-10-09 11:54:44+00:00,CM-3;CM-8,Change deployed without adequate testing.,train
353,Database encryption keys were rotated as scheduled; old keys were archived for 30 days before destruction; the process was logged.,config,2025-11-15 12:15:00+00:00,SC-12;SC-28;AU-2,Key rotation completed per policy; key lifecycle managed; change audited.,train
354,Backup restoration test successful for critical financial systems; RTO objectives met.,log,2025-09-10 08:23:49+00:00,CP-9;AU-2,Backup verification and audit trail validation.,train
356,CI/CD pipeline for the mobile API was updated to include a container image scanning step using Trivy. Any build with vulnerabilities rated 'High' or 'Critical' will fail the pipeline and be blocked from deployment.,config,2025-09-18 14:42:26+00:00,SA-11;SI-2,Secure development pipeline enhanced with vulnerability prevention.,test
357,Cloud storage bucket configured with encryption at rest; customer-managed keys enabled,config,2025-10-13 09:02:00+00:00,SC-28;SC-12,At-rest encryption with proper key management.,train
358,The log retention policy for the central syslog server was modified from 365 days to 90 days; this change was made to free up disk space; it was not approved by the security team.,log,2025-10-30 09:40:33+00:00,AU-11;AU-2;CM-8,Audit retention policy changed without approval; collection impact noted; config monitoring detected.,train
359,Firewall ruleset review identified redundant rules; cleanup scheduled,log,2025-10-16 15:09:16+00:00,SC-7;CM-6,Network rule optimization improves security posture.,train
360,Emergency change CHG-2025-255 was deployed to fix a critical production bug. The change was not documented in the ticketing system and no rollback procedure was tested before implementation.,ticket,2025-09-20 13:18:14+00:00,CM-3;CM-8,Emergency change lacked documentation and rollback plan.,dev
361,Incident IR-2025-099 was closed with a workaround in place; the team successfully contained the issue by blocking the attacking IPs; the root cause was not identified.,ticket,2025-10-30 08:24:07+00:00,IR-4;AU-6;SC-7,Incident contained but root cause unknown; audit shows network block was used.,train
362,Security testing waived for quarterly release; risk acceptance documented by product owner.,ticket,2025-09-26 07:35:00+00:00,SA-11,Developer security testing requirement formally excepted.,train
363,Change request CR-2025-224 was rejected by the change advisory board. The submission lacked a completed security assessment checklist and a detailed rollback plan.,ticket,2025-09-19 10:50:20+00:00,CM-3;SA-11,Change rejected due to incomplete security assessment.,train
364,"Privileged access request for user d.lee was denied; the request for root access on a production database was deemed excessive for the stated task of ""querying data"".",ticket,2025-11-03 09:17:49+00:00,AC-2;AC-6;AU-3,Inappropriate privileged access request denied; least privilege enforced; access rights not granted.,train
365,Remote desktop access to the development environment was restricted to a specific set of jump hosts. All other direct RDP access was blocked by the network firewall.,config,2025-09-23 11:46:54+00:00,AC-17;SC-7,Remote access funneled through controlled gateways.,test
366,Multi-factor authentication enforced for all admin accounts; SMS codes disabled.,config,2025-09-04 12:10:28+00:00,IA-2;IA-5,Authentication strength and credential management.,train
367,Database connection pooling configured with TLS encryption; certificate validation enforced; application restarted.,config,2025-11-12 09:00:00+00:00,SC-8;SC-13,Database transport encryption with certificate validation.,dev
368,Wireless intrusion prevention system detected a de-authentication attack against the corporate Wi-Fi. The rogue device responsible was located and jammed.,log,2025-09-27 14:43:38+00:00,AC-18;SC-7,Wireless attack detected and mitigated automatically.,train
370,A web application firewall was deployed in front of the customer-facing web application; it is configured with a rule set to protect against the OWASP Top 10 vulnerabilities.,config,2025-11-14 10:30:00+00:00,SC-7;SI-4;CM-6,Application-layer firewall deployed; common web threats blocked; configuration managed centrally.,train
371,Monthly disaster recovery test was successful. The critical application was restored from backups in the secondary site within the 4-hour RTO target.,log,2025-09-24 10:09:04+00:00,CP-9;AU-2,Disaster recovery test met objectives and was audited.,test
372,Incident response team activated for malware detection on workstation; machine isolated from network; full scan is in progress.,ticket,2025-11-10 10:15:00+00:00,IR-4;SI-3,Incident response executed for malware containment.,train
373,Security hardening script was applied to all new Linux servers in the QA environment. The script disables unused services like telnet and rsh and implements a default-deny iptables firewall policy.,config,2025-09-20 08:12:30+00:00,CM-6;SC-7,Server hardening reduces attack surface and network exposure.,dev
374,The authentication mechanism for the internal API was updated to use OAuth 2.0. Access tokens now expire after 1 hour and refresh tokens are valid for 24 hours.,config,2025-09-24 15:14:58+00:00,IA-2;SC-12,API authentication modernized with short-lived tokens.,train
375,System time drift detected: NTP offset exceeded 500ms for 3 consecutive checks.,log,2025-09-01 14:20:41+00:00,AU-8,Clock synchronization affects audit accuracy.,train
376,Unauthorized modification detected to system binaries; investigation initiated by security team; system isolated.,log,2025-11-11 11:00:00+00:00,SI-7;AU-6,System integrity violation requires immediate investigation.,train
377,Wireless intrusion prevention system detected a de-authentication attack against the corporate Wi-Fi; the rogue device responsible was located and jammed; the event was logged.,log,2025-11-07 08:57:57+00:00,AC-18;SC-7;IR-5,Wireless attack detected and mitigated; network protection active; incident response logged.,train
378,API authentication updated to use OAuth 2.0 with short-lived access tokens.,config,2025-09-10 13:29:33+00:00,IA-2;SC-12,Authentication mechanism and token management.,train
379,Baseline security configuration standard v4.3 applied to 156 of 189 production servers. Remaining systems pending configuration due to application compatibility testing requirements.,config,2025-10-14 17:10:00+00:00,CM-6,Configuration settings baseline deployment in progress.,train
380,Multi-factor authentication was enforced for all users accessing the cloud management console; time-based one-time passwords were made mandatory; SMS-based authentication was deprecated.,config,2025-11-13 09:45:00+00:00,IA-2;IA-5;AC-2,Authentication strengthened; credential management improved; access control enforced.,train
381,Incident response drill conducted; tabletop exercise for ransomware scenario completed,ticket,2025-10-04 11:03:08+00:00,IR-4;IR-5,Incident response training improves team readiness.,train
382,Quarterly firewall ruleset review completed. 25 stale rules were identified and disabled and 7 rules with overly broad source/destination ranges were refined to be more specific.,log,2025-09-20 14:34:40+00:00,SC-7;CM-6,Network rule cleanup improves security posture and manageability.,train
383,Change request approved without technical review; implementation failed; rollback performed successfully.,ticket,2025-11-12 13:45:00+00:00,CM-3;CM-8,Change approved without adequate technical review.,train
384,Cloud storage encryption enabled with customer-managed keys; key rotation policy set to 90 days,config,2025-10-03 13:57:24+00:00,SC-28;SC-12,At-rest encryption with proper key lifecycle management.,train
385,Vulnerability scan identified 15 critical CVEs on web servers; patches not applied due to change freeze,ticket,2025-10-01 13:07:20+00:00,RA-5;SI-2,Critical vulnerabilities remain unpatched due to policy.,train
386,Wireless access point deployed in reception area without IT approval or security configuration. SSID broadcasting enabled with WPA2-PSK shared passphrase authentication.,ticket,2025-10-16 12:00:00+00:00,AC-18,Wireless access authorization process bypassed.,dev
387,Brute-force attack detected with 12 failed login attempts in 90s; account lockout triggered and flagged for security review.,log,2025-09-15 08:15:00+00:00,AC-7;AU-6,Failed login threshold and audit review both apply.,train
388,Code review identified a hardcoded password for a service account in the application.properties file. The password was committed to the Git repository and has been present for 3 weeks.,ticket,2025-09-18 16:00:52+00:00,IA-5;CM-8,Credential exposed in source code; configuration monitoring failed.,train
389,Terraform state file diverged from actual cloud infrastructure by 47 resources. Manual changes made outside infrastructure-as-code workflow.,config,2025-10-25 16:35:00+00:00,CM-2,Baseline configuration drift from IaC process.,train
390,Change implemented without proper testing; production system experienced degraded performance; rollback initiated.,ticket,2025-11-12 09:15:00+00:00,CM-3;CM-8,Change deployed without adequate testing.,dev
391,The cloud object storage lifecycle policy was updated to transition objects to cold storage after 30 days and delete them after 365 days. This was done to reduce storage costs.,config,2025-09-26 13:32:10+00:00,SC-28;CM-6,Data lifecycle policy configured for cost and management.,train
392,User access request approved but role assignments exceed minimum necessary privileges.,ticket,2025-09-06 09:42:41+00:00,AC-2;AC-6,Access approval and least principle violation.,test
393,IT asset management system contains 6789 configuration items covering hardware software and virtual resources. Automated discovery tools provide 80% of asset data with 20% requiring manual entry. Data quality audit shows 92% accuracy for hardware assets but only 67% for software licensing. Data quality improvement project prioritizing software asset management.,config,2025-10-12 05:20:00+00:00,CM-8,Information system component inventory has data quality issues.,train
394,Firewall rule change request FW-2025-089 was implemented to allow outbound traffic from the DMZ subnet (10.2.1.0/24) to any destination on port 443. The rule lacks source/destination IP restrictions; creating a broad egress path.,ticket,2025-09-15 12:21:44+00:00,SC-5;SC-7,Overly permissive firewall rule weakens network traffic controls.,train
395,Session token expiration set to 90d; idle timeout not configured per access control policy.,config,2025-09-27 09:55:00+00:00,IA-5,Authenticator management session control missing.,train
396,User access review completed; 34 orphaned accounts identified and disabled.,ticket,2025-09-08 09:49:11+00:00,AC-2;AU-12,Account certification and access recertification.,train
397,Privileged access request for user j.smith was approved for 90 days of admin access to the production environment; the request lacked a detailed business justification; the access was granted by a non-approving manager.,ticket,2025-10-27 12:07:19+00:00,AC-2;AC-6;AU-12,Privileged access granted; least privilege violated; access review required.,train
399,File integrity monitoring detected unauthorized changes to firewall configuration; investigation started immediately.,log,2025-11-11 14:00:00+00:00,SI-7;AU-6,Unauthorized configuration change requires investigation.,dev
400,Intrusion detection system flagged malicious payload in HTTP traffic. Automated response blocked source IP and generated forensic capture.,log,2025-10-26 15:40:00+00:00,SI-7,Software integrity detection blocked exploit attempt.,train
401,User account jsmith disabled after 90 days inactivity; access rights revoked.,log,2025-09-03 16:55:33+00:00,AC-2;AU-3,Account lifecycle and access revocation process.,train
403,VPN connection established from device without valid certificate; validation check bypassed.,log,2025-09-20 16:40:00+00:00,AC-17,Remote access authentication controls failed.,train
404,Network behavior analytics detected unusual egress pattern; 2.1GB transferred in 15m.,log,2025-09-19 14:20:00+00:00,SI-4,Information system monitoring detected anomaly.,train
405,Single sign-on authentication provider configuration shows 6-hour session timeout for standard users but 24-hour timeout for privileged accounts. This configuration inverts the intended security control where administrative sessions should expire more frequently. Setting correction requires application code change to honor SSO timeout values.,config,2025-10-01 12:30:00+00:00,IA-2,Identification and authentication session management inverted.,train
406,Application-layer DDoS attack targeting API endpoints detected and mitigated. Attack utilized legitimate HTTP requests at high volume to exhaust backend resources. Rate limiting rules activated automatically. Attack sustained 89000 requests per second for 8 minutes. Post-attack capacity planning review initiated to ensure infrastructure can handle 3x peak legitimate load.,log,2025-10-11 22:45:00+00:00,SC-5,Denial of service protection activated against application attack.,train
407,Storage array encryption configuration disabled on 4 SAN volumes containing financial records. Customer-managed encryption keys not deployed for production data tier.,config,2025-10-16 21:50:00+00:00,SC-28;SC-12,Data at rest encryption and key management missing.,train
408,Network intrusion prevention system blocked zero-day exploit attempt; attack signature updated,log,2025-10-18 12:26:28+00:00,SC-7;SI-4,Network-based attack blocked with updated signatures.,train
409,Antivirus signature update failed on 12% of endpoints; manual intervention required.,log,2025-09-07 13:27:01+00:00,SI-2;SI-3,Malware protection update and system vulnerability.,train
410,Password policy configuration allows 6-character minimum; complexity requirements not enforced.,config,2025-09-16 07:15:00+00:00,IA-5,Authenticator management standards not met.,test
411,Vulnerability scan identified CVE-2025-1234 on 8 hosts; patch deployment delayed 12d past SLA.,ticket,2025-09-17 12:50:00+00:00,RA-5;SI-2,Vulnerability scanning and flaw remediation both affected.,test
412,Incident response tabletop exercise postponed due to participant scheduling conflicts. Last drill conducted 16 months ago exceeding annual training requirement.,ticket,2025-10-16 02:05:00+00:00,IR-5,Incident monitoring training frequency not maintained.,train
413,Security configuration management tool deployed; automated compliance checks enabled; baseline configured.,log,2025-11-12 11:00:00+00:00,CM-2;CM-8,Configuration management automated for compliance.,train
414,API authentication updated to use OAuth 2.0; short-lived access tokens implemented,config,2025-10-08 08:10:24+00:00,IA-2;SC-12,API authentication modernized with secure token management.,train
415,Code review identified a hardcoded API key in the application's configuration file; the key was committed to the Git repository; the key has been rotated and the code has been reverted.,ticket,2025-11-13 10:45:00+00:00,IA-5;CM-8;AU-2,Credential exposed in code; configuration monitoring failed; audit trail shows remediation.,train
416,Database encryption keys rotated as scheduled; old keys archived for 30 days before destruction; process was logged.,config,2025-11-10 11:30:00+00:00,SC-12;SC-28,Key rotation completed per policy and audited.,train
417,Password vaulting solution configured with 90-day password rotation for managed privileged accounts. Audit discovered rotation disabled for 23 accounts due to API integration failures with legacy systems lacking programmatic password change capability. Manual rotation process implemented for these accounts on quarterly schedule. Vault integration improvement project planned.,config,2025-10-10 07:15:00+00:00,IA-5,Authenticator management automation partially working.,test
419,Multi-factor authentication disabled for admin console; password-only login method active.,config,2025-09-17 19:30:00+00:00,IA-2,Identification and authentication controls insufficient.,train
420,The incident response plan was updated to include new contact information for the legal and PR teams; all IR team members were notified of the changes; a brief training session was held.,ticket,2025-11-02 14:28:31+00:00,IR-4;IR-5;AU-12,Incident response plan updated; team trained; communication changes documented.,train
421,VPN connection from unknown device detected; certificate not in trust store.,log,2025-09-03 09:28:41+00:00,AC-17;SC-12,Unauthorized remote access and certificate validation.,train
422,User account disabled after 90 days inactivity; access rights revoked automatically; process logged by identity management system.,log,2025-11-10 12:45:00+00:00,AC-2;AU-3,Inactive account automatically disabled per policy.,train
423,Incident IR-2025-101 was opened for a phishing email reported by multiple users; the email contained a link to a credential harvesting site; users were warned.,ticket,2025-11-07 15:20:07+00:00,IR-4;SI-4;AU-6,Incident opened for widespread phishing; malicious link identified; user communication sent.,train
424,Golden image repository version outdated; base OS lags security updates by 2 releases.,config,2025-09-24 16:05:00+00:00,CM-2,Baseline configuration currency not maintained.,train
425,Configuration management database (CMDB) was updated to reflect the new security baseline for all Windows servers; the baseline includes CIS benchmarks; it is enforced by a configuration monitoring tool.,log,2025-10-31 13:09:27+00:00,CM-2;CM-6;CM-8,Security baseline documented; compliance monitored; configuration management updated.,train
426,User access review completed; accounts with excessive privileges identified,ticket,2025-10-22 12:23:02+00:00,AC-2;AC-6,Access review identified privilege assignment issues.,dev
427,Change implemented without proper testing; production system experienced degraded performance.,ticket,2025-09-11 17:14:53+00:00,CM-3;CM-8,Change management and configuration monitoring failure.,train
428,Database encryption keys rotated; old keys securely destroyed after 30 days.,config,2025-09-08 16:11:21+00:00,SC-12;SC-28,Key lifecycle management and at-rest encryption.,dev
429,Backup system monthly verification test successfully restored 16 of 18 critical application databases within established recovery time objectives. Two failures attributed to corrupted backup files likely caused by storage array hardware issue. Backup media rotation accelerated and storage subsystem scheduled for hardware replacement during next maintenance window.,ticket,2025-10-04 06:20:00+00:00,CP-9,Information backup testing revealed reliability issues.,train
430,Failed authentication attempts for admin accounts increased after policy change; investigation initiated,log,2025-10-09 09:21:52+00:00,AC-7;AU-6,Access control impact requires investigation.,dev
431,Cloud object storage configured with bucket policies; public access blocked,config,2025-10-11 07:55:30+00:00,AC-6;SC-28,Storage access restricted with encryption at rest.,train
432,Email gateway configured to block macros in Office documents; quarantine policy active,config,2025-10-21 12:28:00+00:00,SI-4;SC-7,Email filtering enhanced to block malicious content.,train
433,API authentication updated to use OAuth 2.0; short-lived access tokens implemented,config,2025-10-20 13:49:24+00:00,IA-2;SC-12,API authentication modernized with secure token management.,train
434,Security awareness training campaign for Q3 was completed; 92% of employees completed the training; the associated phishing simulation had a click-rate of 8%.,ticket,2025-11-04 07:56:25+00:00,AT-2;AT-3;AU-12,Security training completed; phishing simulation analyzed; metrics recorded for review.,train
435,Antimalware solution detected zero-day malware; system quarantined,log,2025-10-10 08:00:28+00:00,SI-3;SI-4,Malware detected and contained by endpoint protection.,train
436,EDR alert: Suspicious process injection detected on app-server-03; blocked by endpoint protection.,log,2025-09-02 11:48:12+00:00,SI-3;SI-4,Malware detection and system protection active.,test
437,Database connections from the application servers were updated to use a new TLS certificate signed by the internal CA. The old certificate is set to expire in 2 days.,config,2025-09-26 09:42:52+00:00,SC-8;SC-13,Proactive certificate renewal for database connections.,train
438,Antimalware solution detected zero-day malware; system quarantined,log,2025-10-22 13:39:28+00:00,SI-3;SI-4,Malware detected and contained by endpoint protection.,train
439,Backup job for the file server fs-share-01 completed with warnings; 15 files were skipped due to being locked; the overall backup was successful; the issue was noted.,log,2025-11-15 08:45:00+00:00,CP-9;AU-2;CM-8,Backup completed with minor issues; audit trail shows warnings; monitoring alerted.,train
440,Infrastructure-as-code repository contains Terraform modules for provisioning cloud resources. Version control shows 87 commits in the past 30 days but no corresponding configuration management database updates. Manual drift detection comparing deployed state to repository reveals 34 undocumented configuration changes.,config,2025-10-01 02:40:00+00:00,CM-2,Baseline configuration tracking not synchronized with deployment.,test
442,API service lacks rate limiting configuration; single client consumed 80% of available capacity.,log,2025-09-25 05:15:00+00:00,SC-5,Denial of service protection not implemented.,dev
443,Incident response team training delayed due to budget constraints. Last tabletop exercise completed 18 months ago exceeding annual requirement.,ticket,2025-10-22 22:45:00+00:00,IR-5,Incident monitoring training frequency not maintained.,train
444,Network flow analysis identified abnormal internal reconnaissance activity with port scanning across multiple subnets. Behavioral analytics correlated activity to compromised service account. Automated response disabled account and triggered incident workflow. Investigation revealed account password stolen via phishing email 72 hours prior. Credential reset and user re-training initiated.,log,2025-10-06 07:45:00+00:00,SI-4;AU-12,System monitoring and audit generation detected threat.,train
445,Audit trail for privileged command execution missing source IP address and session details.,log,2025-09-21 12:25:00+00:00,AU-3,Audit record content incomplete per requirements.,test
446,Encryption key rotation schedule configured at 730d interval; standard recommends 90d maximum.,config,2025-09-26 14:10:00+00:00,SC-12,Cryptographic key management frequency inadequate.,train
447,Audit log aggregation pipeline experienced 4-hour outage due to disk space exhaustion on log collector infrastructure. During outage window log messages buffered locally on source systems but 3 servers with insufficient buffer space lost approximately 280000 audit events. Capacity planning review scheduled to prevent future data loss.,log,2025-10-03 13:55:00+00:00,AU-8,Time synchronization and log collection infrastructure failed.,test
448,A new security baseline for cloud virtual machines was created and deployed. The baseline includes disk encryption network security group rules and automatic installation of the monitoring agent.,config,2025-09-25 11:04:16+00:00,CM-2;CM-8,Cloud security baseline deployed and monitored for compliance.,train
449,Infrastructure configuration management database shows 1247 configuration items tracked. Automated discovery comparison reveals 89 discrepancies between CMDB records and actual deployed state. Drift primarily in cloud environments where IaC changes deployed without corresponding CMDB updates. Integration project initiated to sync Terraform state with CMDB automatically.,config,2025-10-07 23:20:00+00:00,CM-2,Baseline configuration tracking automation gap identified.,train
450,Corporate wireless network policy requires WPA3-Enterprise authentication with 802.1X certificate validation. Audit identified 3 conference room access points configured with WPA2-PSK using shared passphrase. Access points deployed by facilities team without IT approval. Misconfigured devices replaced and policy enforcement process strengthened.,ticket,2025-10-09 01:40:00+00:00,AC-18,Wireless access policy violation discovered and corrected.,train
451,Network architecture uses flat topology; internal segments lack isolation controls.,config,2025-09-27 00:05:00+00:00,SC-7,Boundary protection for internal zones not implemented.,train
452,Static code analysis of the payment processing module identified a critical SQL injection vulnerability; the code was checked in but has not yet been deployed to production.,config,2025-11-14 15:45:00+00:00,SA-11;SI-4;CM-8,Critical vulnerability found in code; deployment blocked; configuration monitoring flagged issue.,train
453,TLS certificate for public API expires soon; renewal process initiated,config,2025-10-26 07:30:18+00:00,SC-8;SC-13,Impending certificate expiration addressed proactively.,train
454,Configuration monitoring tool detected that the default password policy on a new development server was not compliant with corporate standards. The minimum length was set to 8 characters instead of the required 12.,log,2025-09-23 10:30:28+00:00,CM-2;CM-6,Configuration drift detected for password policy.,train
455,Network intrusion prevention system blocked zero-day exploit attempt; attack signature updated,log,2025-10-05 14:47:28+00:00,SC-7;SI-4,Network-based attack blocked with updated signatures.,train
456,Critical security incident #6103 handled according to documented incident response procedures. Initial detection to containment completed in 47 minutes. Post-incident review identified gaps in communication escalation paths and incomplete forensic evidence collection. Seven improvement recommendations documented including enhanced automation and additional responder training.,ticket,2025-10-03 17:10:00+00:00,IR-4,Incident handling completed with improvement opportunities identified.,train
457,Database backup job failed with error code 0x800423f4; VSS writer service was not running on the source server; the service has been restarted.,log,2025-11-15 09:45:00+00:00,CP-9;AU-2;CM-8,Backup failure due to service issue; recovery point at risk; monitoring alerted and remediated.,train
458,Web application firewall successfully blocked 12400 malicious requests during attempted SQL injection attack campaign. Attack signatures matched known exploit patterns. Rate limiting engaged automatically when request volume exceeded baseline by 400%. Legitimate user traffic maintained normal service levels. Security operations team notified and attack patterns added to threat intelligence platform.,log,2025-10-08 12:30:00+00:00,SC-5,Denial of service protection activated successfully.,train
459,Cloud object storage configured with bucket policies; public access blocked,config,2025-10-23 12:34:30+00:00,AC-6;SC-28,Storage access restricted with encryption at rest.,train
460,Backup job for the financial database failed with a connectivity error; the last successful backup was 48 hours ago; the backup team has been notified to investigate.,log,2025-10-28 12:02:21+00:00,CP-9;AU-2;CM-8,Backup failure detected; recovery point at risk; configuration monitoring alerted.,train
461,Change request approved with incomplete technical specifications; implementation delayed.,ticket,2025-09-10 14:45:59+00:00,CM-3;CM-6,Change control and configuration management issues.,train
462,SSH daemon configuration on all application servers was updated via Ansible. PermitRootLogin is set to no and only users in the ssh-users group are allowed to authenticate using RSA-4096 keys.,config,2025-09-16 09:34:28+00:00,AC-17;SC-8,Remote access restricted and encrypted connections enforced.,dev
463,Security event correlation degraded for 2h window; audit records missing hostname attribute.,log,2025-09-28 18:50:00+00:00,AU-3,Audit content requirement temporarily not met.,train
464,VPN concentrator logs show 156 remote sessions during weekend. Geographic analysis identified 8 connections from locations without documented business justification.,log,2025-10-21 17:10:00+00:00,AC-17,Remote access monitoring revealing potential policy violations.,train
465,Cloud storage bucket configured with encryption at rest; customer-managed keys enabled,config,2025-10-25 13:41:00+00:00,SC-28;SC-12,At-rest encryption with proper key management.,train
466,TLS configuration on load balancer lb-prod-public was updated to enforce TLS 1.3 and disable all RSA key exchange ciphers. The new cipher suite includes TLS_AES_256_GCM_SHA384 and TLS_CHACHA20_POLY1305_SHA256.,config,2025-09-14 16:55:03+00:00,SC-8;SC-13,Transport encryption strengthened with approved protocols and ciphers.,train
467,Incident ticket IR-2025-078 was closed. The root cause was identified as an unpatched vulnerability (CVE-2023-1234) in the Log4j library on the search service. The system was patched; and the vulnerable library was removed.,ticket,2025-09-16 10:51:54+00:00,IR-4;SI-2,Incident resolved by applying a security patch.,train
468,Code review identified a hardcoded API key in the application's configuration file; the key was committed to the Git repository; the key has been rotated and the code has been reverted.,ticket,2025-10-29 09:24:31+00:00,IA-5;CM-8;AU-2,Credential exposed in code; configuration monitoring failed; audit trail shows remediation.,train
469,User account locked after 5 consecutive failed password attempts within 3m timeframe.,log,2025-09-18 18:35:00+00:00,AC-7,Unsuccessful login attempt handling working correctly.,train
470,SIEM correlation rule detected a user logging in from two geographically impossible locations within 5 minutes; the user's account was temporarily suspended; an investigation was opened.,log,2025-11-04 09:12:51+00:00,AC-6;AU-6;IR-5,Impossible travel indicates compromise; account suspended; incident response started.,train
471,Security log analysis revealed a brute force attack against the admin interface; over 500 failed login attempts were observed from a single IP; the source IP was blocked by the WAF.,log,2025-10-28 08:13:03+00:00,AC-7;SC-7;AU-6,Brute force attack detected; network protection active; audit review necessary.,dev
472,Change request documentation incomplete; security assessment not performed.,ticket,2025-09-13 09:42:47+00:00,CM-3;SA-11,Change control and security testing requirements.,test
473,User provisioning request pending approval for 8 days. Automated workflow stuck in approval queue due to manager email misconfiguration.,ticket,2025-10-17 11:00:00+00:00,AC-2,Account management authorization workflow delayed.,train
474,Incident response drill conducted; recovery time objectives partially met.,ticket,2025-09-12 14:53:29+00:00,IR-4;CP-9,Incident response testing and recovery validation.,train
476,Backup restoration test for critical business application completed in 5.8 hours. RTO target of 4 hours not achieved requiring process optimization.,ticket,2025-10-25 10:00:00+00:00,CP-9,Information backup testing revealed RTO gap.,train
477,Asset inventory reconciliation identified 41 network devices without ownership tags or support contracts. Discovery scan revealed unmanaged switches in branch offices.,config,2025-10-16 05:25:00+00:00,CM-8,Information system component inventory gaps discovered.,train
478,NTP synchronization failure on logging infrastructure caused timestamp inconsistency across 23 servers. Clock drift measured at 9 seconds maximum deviation.,log,2025-10-17 20:55:00+00:00,AU-8,Time synchronization accuracy degraded during outage.,train
479,NTP service health check failed on 12 application servers in the Denver datacenter. Root cause analysis determined network latency to stratum-1 time source exceeded 200ms. Backup time server configured but not properly failing over due to misconfigured priority settings.,log,2025-09-29 17:45:00+00:00,AU-8,Time synchronization infrastructure experiencing reliability issues.,train
480,Message broker uses self-signed certificate; mutual TLS authentication not configured.,config,2025-09-28 02:25:00+00:00,SC-8;SC-13,Transmission protection and crypto both improperly configured.,test
481,VPN gateway logs indicate 34 successful remote connections from IP addresses in countries not listed in the approved geographic access policy. Multi-factor authentication enforced for all connections but location-based blocking not enabled. Geofencing feature available but requires additional licensing.,log,2025-09-30 13:25:00+00:00,AC-17,Remote access geographic restrictions not technically enforced.,test
482,Cloud object storage configured with bucket policies; public access blocked.,config,2025-09-13 12:15:39+00:00,AC-6;SC-28,Access restrictions and at-rest encryption.,train
483,Change request CR-2025-089 approved but implemented with additional undocumented modifications.,ticket,2025-09-02 10:33:44+00:00,CM-3;CM-6,Change control and configuration verification issues.,train
484,Network segmentation implemented between production and development environments,config,2025-10-26 11:19:36+00:00,SC-7;CM-6,Network isolation implemented to protect production systems.,test
485,User provisioning request pending for 5d; manager approval step delayed in workflow.,ticket,2025-09-19 20:55:00+00:00,AC-2,Account management authorization lag detected.,train
486,Cloud storage encryption enabled with customer-managed keys; key rotation policy set to 90 days.,config,2025-09-06 12:15:33+00:00,SC-28;SC-12,At-rest encryption and key lifecycle management.,test
